0 926.5526 0.0754 4.9879 113.6942 50.1222 118.2808 0.4587 
1 989.0994 0.1011 11.3123 69.3272 25.7353 105.1537 1.9314 
2 1014.2360 3.7761 0.3477 107.0672 40.0477 93.9858 1.1653 
3 1111.4404 3.5105 6.2393 124.6875 60.2447 103.6010 1.4784 
4 1187.5693 2.2288 2.7320 123.3639 80.5146 110.3690 0.9066 
5 936.4651 1.1435 7.9634 111.1129 46.0482 113.1030 1.4761 
6 833.3309 2.1594 9.1427 20.8335 27.6269 113.6832 0.6292 
7 1092.1614 3.0871 11.7322 107.0449 91.1678 114.2013 0.4641 
8 940.6042 4.2316 8.1577 22.5310 138.4776 95.9096 0.1810 
9 916.2883 4.2139 1.0135 106.3080 91.2322 93.9792 1.5545 
10 843.2655 4.2952 9.4637 37.9466 112.2585 111.8505 0.3019 
11 1147.0403 2.6544 3.7923 67.8553 52.4945 104.4536 0.2913 
12 937.3824 5.8991 5.6733 93.1515 28.9956 106.4461 0.3458 
13 957.1899 0.3073 11.9909 111.0127 67.2557 116.0025 0.2125 
14 963.8677 1.7813 1.4106 112.1253 125.2289 97.8210 0.2179 
15 932.4359 2.9596 8.8136 104.3644 100.6294 102.0250 1.7506 
16 862.8994 2.7553 11.8218 74.2901 59.4223 97.7264 0.5726 
17 1049.2374 4.6944 8.9198 123.6438 114.7360 112.5234 1.8004 
18 847.4381 5.1921 7.5910 21.6542 132.1060 108.1148 0.3466 
19 961.2877 0.9244 9.4239 28.9183 88.3864 92.3673 1.4253 
20 904.3769 2.4248 2.9637 116.1166 50.3492 114.1095 1.1729 
21 978.3024 0.0260 2.4746 24.7636 61.5219 96.9230 1.1136 
22 881.1712 4.6906 4.1872 73.2547 73.0685 107.6545 0.7840 
23 820.5781 1.0171 0.9968 94.1907 103.6554 109.5624 0.2343 
24 988.2509 2.4364 11.3668 45.9436 45.7451 99.5845 1.5545 
25 856.0498 1.6333 7.2049 28.8654 124.5205 93.8055 1.6783 
26 950.8987 5.9187 3.9613 21.6423 54.3825 99.6793 0.9800 
27 1090.2708 1.6939 1.4731 22.4295 20.4168 116.7341 0.5967 
28 1147.7632 2.3165 2.3937 27.8140 61.3120 98.1957 0.8832 
29 922.3183 5.9821 2.1524 29.1456 76.3055 103.4089 1.9655 
30 840.2730 2.8203 3.2180 65.4876 92.3268 99.5256 0.9337 
31 1091.5379 0.7585 11.8941 86.2505 32.6752 95.2773 1.3016 
32 938.5176 3.4727 8.2227 108.0787 47.0446 90.0596 1.5393 
33 1034.7109 0.9593 0.5368 47.0064 56.7859 97.6504 0.7224 
34 918.6910 5.1315 9.1812 81.7327 24.8248 102.8586 1.1455 
35 1120.2057 1.2112 1.6712 118.7169 115.5520 115.5521 1.1140 
36 1102.9056 3.7100 10.0033 46.1728 43.6467 113.2448 0.8219 
37 844.1428 0.8205 4.6608 113.3637 127.7137 99.0437 0.2329 
38 1089.0957 1.2148 10.0097 32.4699 100.1815 104.3505 1.5686 
39 1082.0810 4.7865 2.4466 91.1276 133.6426 105.6566 1.8969 
40 1060.5220 3.3725 5.2073 74.4196 67.2188 110.2777 0.0552 
41 1187.4975 1.9269 6.9847 72.0393 126.2298 103.2348 0.0350 
42 849.2579 2.6083 9.9455 37.0443 133.1627 119.6708 1.7754 
43 1157.3159 2.2582 6.0107 102.8269 104.6510 110.8360 1.7710 
44 894.2399 1.1560 4.8034 46.0316 94.4228 92.4889 0.0327 
45 954.0118 1.6994 2.4854 89.9463 139.1891 118.3415 0.6129 
46 1189.2455 1.7732 4.3086 62.5177 33.1036 96.8570 0.0629 
47 1095.8068 2.0958 10.4324 69.6357 104.7237 111.3353 1.3063 
48 951.5416 3.9916 1.9907 88.8608 67.7578 102.4763 1.3312 
49 954.3298 4.9407 4.4938 107.2681 86.5970 114.6091 1.1143 
50 875.0151 0.2774 7.9617 81.2857 65.0301 105.4216 1.6731 
51 1055.0806 0.4402 11.5801 113.1721 124.7347 112.1600 1.8099 
52 1062.7189 3.4616 11.7615 61.1517 133.6305 91.7765 1.6837 
53 834.4438 0.5257 10.3247 124.7454 41.7404 115.8288 0.6941 
54 811.9939 5.0560 6.3949 37.2506 127.7414 107.2337 1.0124 
55 1171.0531 2.1321 1.6461 43.0768 135.0910 116.9359 0.0746 
56 968.0010 0.3870 7.1291 77.1012 76.0021 115.5380 0.6768 
57 1190.2622 5.3239 7.0278 126.7804 136.0256 104.5799 0.5057 
58 1077.9835 1.9342 5.9047 101.9118 40.5993 110.9685 0.5528 
59 1181.4905 0.4543 5.5149 57.6460 90.3996 104.0248 0.0314 
60 940.6383 1.8519 5.6713 129.7732 47.9195 90.6567 1.1970 
61 1060.4192 1.4685 7.2347 29.1132 53.3988 113.0510 0.3284 
62 1097.3959 0.4730 10.3013 46.3117 108.8646 105.5274 1.0593 
63 991.4899 3.4278 5.9931 26.4145 64.4900 112.7138 0.5816 
64 820.6273 1.6479 6.5138 21.8578 51.5133 107.7924 1.2160 
65 1031.9266 1.5112 11.9067 42.8139 109.9153 92.2669 1.5475 
66 1048.4870 5.6769 4.3892 43.2155 137.8925 106.7831 0.7925 
67 1182.3122 5.7672 4.7045 61.5935 55.2151 98.8854 1.0402 
68 1002.4000 3.5973 5.5933 120.4788 110.2395 117.5838 0.6293 
69 924.2584 2.8525 8.7670 123.7207 64.4394 103.2075 1.3713 
70 1062.5732 2.8600 4.7139 93.6349 32.8116 116.3414 1.2645 
71 1014.3381 1.3015 3.4752 117.1368 113.9097 113.1330 1.3585 
72 926.7782 0.3745 1.5735 59.7049 132.8464 94.4210 0.1234 
73 821.9842 1.6024 9.1302 61.5257 131.1096 99.7809 0.6666 
74 1132.0583 2.7704 8.9313 107.5270 62.1645 98.1302 0.2537 
75 931.2764 4.0738 9.5478 37.1662 65.7404 94.2953 1.2877 
76 904.0500 4.7957 0.1297 20.5484 120.6165 114.7920 0.1930 
77 828.3325 1.1666 7.9328 95.6604 105.7767 102.9982 1.0482 
78 916.5034 4.2202 5.1750 110.2839 78.2093 103.7617 1.6173 
79 1101.2498 3.6491 1.7448 74.6718 39.1071 102.7996 1.4500 
